verse_number,chapter_number,chapter_name_vi,chapter_name_ja,vi,ja
291,21,Pham Tap Luc,雑品,"“Gieo khổ đau cho người,
Mong cầu lạc cho mình,
Bị hận thù buộc ràng
Không sao thoát hận thù.”","他人に苦を与えて自己の楽を望む。
かかる者は怨憎の
繋縛
に捉われて、怨憎より脱することなし。"
292,21,Pham Tap Luc,雑品,"“Việc đáng làm, không làm,
Không đáng làm, lại làm,
Người ngạo mạn, phóng dật,
Lậu hoặc ắt tăng trưởng.”",為すべきことを等閑にし、為すべからざることを為し、傲慢にして放逸なる者には煩悩増長す。
293,21,Pham Tap Luc,雑品,"“Người siêng năng cần mẫn,
Thường thường quán thân niệm,
Không làm việc không đáng,
Gắng làm việc đáng làm,
Người tư niệm giác tỉnh,
Lậu hoặc được tiêu trừ.”",常に身を念じ、為すべからざることを為さず、為すべきことを為してたゆまず、憶念あり思慮ある人には、煩悩終息す。
294,21,Pham Tap Luc,雑品,"“Sau khi giết mẹ cha,
Giết hai Vua Sát lỵ,
Giết vương quốc, quần thần
Vô ưu, phạm chí sống.”","母（愛欲）と父（我慢）とを殺し、
刹帝利族
の二王（断見・常見）を〔殺し〕、王国（十二処）とその従臣（喜貪）とを殺して、婆羅門は苦患なく行く。"
295,21,Pham Tap Luc,雑品,"“Sau khi giết mẹ cha,
Hai vua Bà-la-môn,
Giết hổ tướng thứ năm
Vô ưu, phạm chí sống.”",母と父とを殺し、婆羅門族の二王（断見・常見）を〔殺し〕、虎〔将〕を第五とするもの（五蓋、虎＝疑蓋）を殺して、婆羅門は苦患なく行く。
296,21,Pham Tap Luc,雑品,"“Ðệ tử Gotama,
Luôn luôn tự tỉnh giác
Vô luận ngày hay đêm,
Tưởng Phật Ðà thường niệm.”","瞿曇
（釈尊）の弟子は常によく覚醒し、昼も夜も常に仏を念ず。"
297,21,Pham Tap Luc,雑品,"“Ðệ tử Gotama,
Luôn luôn tự tỉnh giác,
Vô luận ngày hay đêm,
Tưởng Chánh Pháp thường niệm”",瞿曇の弟子は常によく覚醒し、昼も夜も常に法を念ず。
298,21,Pham Tap Luc,雑品,"“Ðệ tử Gotama,
Luôn luôn tự tỉnh giác,
Vô luận ngày hay đêm,
Tưởng Tăng Già thường niệm.”",瞿曇の弟子は常によく覚醒し、昼も夜も常に僧を念ず。
299,21,Pham Tap Luc,雑品,"“Ðệ tử Gotama,
Luôn luôn tự tỉnh giác,
Vô luận ngày hay đêm,
Tưởng sắc thân thường niệm.”",瞿曇の弟子は常によく覚醒し、昼も夜も常に身を念ず。
300,21,Pham Tap Luc,雑品,"“Ðệ tử Gotama,
Luôn luôn tự tỉnh giác,
Vô luận ngày hay đêm,
Ý vui niềm bất hại.”",瞿曇の弟子は常によく覚醒し、昼も夜も不殺生を念ず。
301,21,Pham Tap Luc,雑品,"“Ðệ tử Gotama,
Luôn luôn tự tỉnh giác,
Vô luận ngày hay đêm,
Ý vui tu thiền quán.”","瞿曇の弟子は常によく覚醒し、昼も夜も
静慮
によりて心楽しむ。"
302,21,Pham Tap Luc,雑品,"“Vui hạnh xuất gia khó,
Tại gia sinh hoạt khó,
Sống bạn không đồng, khổ,
Trôi lăn luân hồi, khổ,
Vậy chớ sống luân hồi,
Chớ chạy theo đau khổ.”","出家の生活は難くして楽しみ難し。
在家の生活も難くして苦なり。
同輩と共に住むは苦なり。
〔輪廻の〕遍歴者は苦に陥る。
故に遍歴者たるべからず。
然らば苦に陥ることなからん。"
303,21,Pham Tap Luc,雑品,"“Tín tâm, sống giới hạnh
Ðủ danh xưng tài sản,
Chỗ nào người ấy đến,
Chỗ ấy được cung kính.”",信あり、戒を具し、誉と財とを得たる者は、いかなる所に赴くも、至る所に於て尊敬せらる。
304,21,Pham Tap Luc,雑品,"“Người lành dầu ở xa
Sáng tỏ như núi tuyết,
Người ác dầu ở gần
Như tên bắn đêm đen.”",遠方にあるとも善人は、輝くことヒマラヤ山の如く、近隣にあるとも不善者は、見えざること夜陰に放たれし矢の如し。
305,21,Pham Tap Luc,雑品,"“Ai ngồi nằm một mình.
Ðộc hành không buồn chán,
Tự điều phục một mình
Sống thoải mái rừng sâu.”","独り臥し、独り行きて倦まず、独り自己を
調御
して林中に楽しむものたるべし。"
306,22,Pham Dia Nguc,地獄品,"“Nói láo đọa địa ngục
Có làm nói không làm,
Cả hai chết đồng đẳng,
Làm người, nghiệp hạ liệt.”","不実を語る者は地獄に堕す。
或いはまた〔自ら〕為して、我為さずと言う者も〔地獄に堕す〕。
これら両種の悪業者は、死後他世（地獄）に於て同等なり。"
307,22,Pham Dia Nguc,地獄品,"“Nhiều người khoác cà sa,
Ác hạnh không nhiếp phục.
Người ác, do ác hạnh,
Phải sanh cõi Ðịa ngục.”","袈裟を頸に纒うも、悪を行い節制なき者多し。
かかる悪人はその悪業によりて地獄に堕す。"
308,22,Pham Dia Nguc,地獄品,"“Tốt hơn nuốt hòn sắt
Cháy đỏ như than hồng,
Hơn ác giới, buông lung
Ăn đồ ăn quốc độ.”",破戒・無節制にして、国民の施食を受くるよりは、むしろ火炎の如く灼熱せる鉄丸を食うこそ勝れ。
309,22,Pham Dia Nguc,地獄品,"“Bốn nạn chờ đợi người,
Phóng dật theo vợ người;
Mắc họa, ngủ không yên,
Bị chê là thứ ba,
Ðọa địa ngục, thứ bốn.”","放逸にして他人の妻を犯す人は、〔次の〕四事に達す。
罪業を得ること、安臥せざること、第三に誹謗、第四に地獄。"
310,22,Pham Dia Nguc,地獄品,"“Mắc họa, đọa ác thú,
Bị hoảng sợ, ít vui.
Quốc vương phạt trọng hình.
Vậy chớ theo vợ người.”","〔彼は〕罪業を得、また悪趣〔に堕す〕。
かつ怯えたる〔男〕と怯えたる〔女〕との淫楽は少なし。
王もまた〔これに〕酷しき刀杖を加う。
されば人は他人の妻を犯すべからず。"
311,22,Pham Dia Nguc,地獄品,"“Như cỏ sa (1) vụng nắm,
Tất bị họa đứt tay
Hạnh Sa môn tà vạy,
Tất bị đọa địa ngục.”",掴みそこねし茅草の手を切る如く、修行を誤れる沙門道は人を地獄に導く。
312,22,Pham Dia Nguc,地獄品,"“Sống phóng đãng buông lung,
Theo giới cấm ô nhiễm,
Sống Phạm hạnh đáng nghi
Sao chứng được quả lớn?","懈怠
の行為、汚れたる戒行、逡巡せる
梵行
、かかるものに大果なし。"
313,22,Pham Dia Nguc,地獄品,"“Cần phải làm, nên làm
Làm cùng tận khả năng
Xuất gia sống phóng đãng,
Chỉ tăng loạn bụi đời.”","もし為すべくんばこれを為し、断固としてこれを遂行すべし。
懈怠
の遊行者は更に多くの欲塵を散ずるのみ。"
314,22,Pham Dia Nguc,地獄品,"“Ác hạnh không nên làm,
Làm xong, chịu khổ lụy,
Thiện hạnh, ắt nên làm,
Làm xong, không ăn năn.”","悪業は為さざるこそ勝れ、後に至りて悪業は人〔人を〕苦しむ。
善業は為すこそ勝れ、そを為して苦しむことなし。"
315,22,Pham Dia Nguc,地獄品,"“Như thành ở biên thùy,
Trong ngoài đều phòng hộ
Cũng vậy, phòng hộ mình,
Sát na chớ buông lung.
Giây phút qua, sầu muộn.
Khi rơi vào địa ngục.”","辺境の城を内外共に護るが如く、自己を護るべし。
一刹那も〔ゆるがせに〕過ぎ去らしむることなかれ。
刹那をゆるがせにせる者は、地獄に至りて憂患を受く。"
316,22,Pham Dia Nguc,地獄品,"“Không đáng hổ, lại hổ.
Việc đáng hổ, lại không.
Do chấp nhận tà kiến,
Chúng sanh đi ác thú.”",恥ずべからざるを恥じ、恥ずべきを恥じず、邪見を抱ける衆生は悪趣に至る。
317,22,Pham Dia Nguc,地獄品,"“Không đáng sợ, lại sợ,
Ðáng sợ, lại thấy không,
Do chấp nhận tà kiến.
Chúng sanh đi ác thú.”",怖るべからざることに恐怖を見、怖るべきことに恐怖を見ず、邪見を抱ける衆生は悪趣に至る。
318,22,Pham Dia Nguc,地獄品,"“Không lỗi, lại thấy lỗi,
Có lỗi, lại thấy không,
Do chấp nhận tà kiến,
Chúng sanh đi ác thú.”",罪なきことを罪ありと思い、罪あることを罪なしと見る、邪見を抱ける衆生は悪趣に至る。
319,22,Pham Dia Nguc,地獄品,"“Có lỗi, biết có lỗi,
Không lỗi, biết là không,
Do chấp nhận chánh kiến,
Chúng sanh đi cõi lành.”",罪ある所に罪ありと知り、また罪なき所に罪なしと〔知る〕、正見を抱ける衆生は善趣に至る。
320,23,Pham Voi,象品,"“Ta như voi giữa trận,
Hứng chịu cung tên rơi,
Chịu đựng mọi phỉ báng.
Ác giới rất nhiều người.”","象が戦場に於て、弓より放たれし矢を〔堪え忍ぶが〕如く、我は誹謗を堪え忍ばん。
多くの人は破戒者なればなり。"
321,23,Pham Voi,象品,"“Voi luyện, đưa dự hội,
Ngựa luyện, được vua cưỡi,
Người luyện, bậc tối thượng
Chịu đựng mọi phỉ báng.”","〔人は〕
調御
せられたる〔象〕を戦場に導き、王は
調御
せられたる〔象〕に乗る。
誹謗を堪え忍び
調御
せられたる人は、人中の最勝者なり。"
322,23,Pham Voi,象品,"“Tốt thay, con la thuần,
Thuần chủng loài ngựa Xinh.
Ðại tượng, voi có ngà.
Tự điều mới tối thượng.”","騾の
調御
せられたるは良し、気高き信度馬（インダス河地方産の駿馬）も良し、大象もまた良し。
自己を
調御
せる人は更に良し。"
323,23,Pham Voi,象品,"“Chẳng phải loài cưỡi ấy,
Ðưa người đến Niết-Bàn,
Chỉ có người tự điều,
Ðến đích, nhờ điều phục.”","これらの牽獣によりては未到の境（涅槃）に至ることなからん、
調御
せられたる人が、よく
調御
せられたる自己を
調御
せられたる〔牽獣〕として至るが如くに。"
324,23,Pham Voi,象品,"“Con voi tên Tài Hộ,
Phát dục, khó điều phục,
Trói buộc, không ăn uống.
Voi nhớ đến rừng voi.”","ダナパーラカと名づくる象は、〔発情してこめかみより〕苦汁を分泌し、抑制し難く、縛せられて一片の〔餌〕をも食わず。
〔この〕象は象の林を念う。"
325,23,Pham Voi,象品,"“Người ưa ngủ, ăn lớn
Nằm lăn lóc qua lại,
Chẳng khác heo no bụng,
Kẻ ngu nhập thai mãi.”","懶惰
にして大食し、惰眠を貪りて
輾転
として臥し、穀類に飽満せる大豚の如くならば、〔かかる〕愚者は再々胞胎に入る（すなわち輪廻す）。"
326,23,Pham Voi,象品,"“Trước tâm này buông lung,
Chạy theo ái, dục, lạc.
Nay Ta chánh chế ngự,
Như cầm móc điều voi.”","この心かつては望む所に従い、欲に随い楽に随いて徘徊せり。
今は我全くこれを制御せん、あたかも
鉤
を持てる〔象師の、発情して苦汁を〕流せる象を〔制御する〕如くに。"
327,23,Pham Voi,象品,"“Hãy vui không phóng dật,
Khéo phòng hộ tâm ý.
Kéo mình khỏi ác đạo,
Như voi bị sa lầy.”","汝ら不放逸を楽しめ、自己の心を護れ。
自己を難処（煩悩）より救出せよ、あたかも泥中に陥れる象の如くに。"
328,23,Pham Voi,象品,"“Nếu được bạn hiền trí
Ðáng sống chung, hạnh lành,
Nhiếp phục mọi hiểm nguy
Hoan hỷ sống chánh niệm.”","もし思慮に富み、正しく行い、賢明なる同行の伴侶を得ば、一切の危難を征服し、熟慮して
欣然
彼と共に行くべし。"
329,23,Pham Voi,象品,"“Không gặp bạn hiền trí.
Ðáng sống chung, hạnh lành
Như vua bỏ nước bại,
Hãy sống riêng cô độc,
Như voi sống rừng voi.”",もし思慮に富み、正しく行い、賢明なる同行の伴侶を得ざれば、独り行くべし、あたかも征服せられたる国土を捨てし王の如く、林中に於ける象の如くに。
330,23,Pham Voi,象品,"“Tốt hơn sống một mình,
Không kết bạn người ngu.
Ðộc thân, không ác hạnh
Sống vô tư vô lự,
Như voi sống rừng voi.”","独り行くこそ勝れ、愚者は断じて伴侶となすべからず。
独り行くべし、悪事を為すべからず、少欲なることあたかも林中に於ける象の如くに。"
331,23,Pham Voi,象品,"“Vui thay, bạn lúc cần!
Vui thay, sống biết đủ,
Vui thay, chết có đức!
Vui thay, mọi khổ đoạn.”","事の起こりし時に友は楽しく、満足はいかなる場合にも楽し。
生命の尽くる時に善業は楽しく、一切の苦を捨つるは楽し。"
332,23,Pham Voi,象品,"“Vui thay, hiếu kính mẹ,
Vui thay, hiếu kính cha,
Vui thay, kính Sa môn,
Vui thay, kính Hiền Thánh.”","世に母を敬うは楽しく、父を敬うもまた楽し。
世に〔真の〕沙門たることは楽しく、〔真の〕婆羅門たることもまた楽し。"
333,23,Pham Voi,象品,"“Vui thay, già có giới!
Vui thay, tín an trú!
Vui thay, được trí tuệ,
Vui thay, ác không làm.”","老に至るまで戒を持するは楽しく、安立せる信仰は楽し。
智慧を得るは楽しく、悪をなさざるは楽し。"
334,24,Pham Tham Ai,愛欲品,"“Người sống đời phóng dật,
Ái tăng như giây leo.
Nhảy đời này đời khác,
Như vượn tham quả rừng.”","放逸に行う人の愛欲はつる草の如く増長す。
彼は生より生に漂う、あたかも林中に果実を求むる猿の如くに。"
335,24,Pham Tham Ai,愛欲品,"“Ai sống trong đời này,
Bị ái dục buộc ràng
Sầu khổ sẽ tăng trưởng,
Như cỏ Bi gặp mưa.”","この世に於て、この猛悪にして
纏綿
たる愛欲に征服せられたる人には、雨を受けたるビーラナ草の如く、その憂患増長す。"
336,24,Pham Tham Ai,愛欲品,"“Ai sống trong đời này
Ái dục được hàng phục
Sầu rơi khỏi người ấy
Như giọt nước lá sen.”",この世に於て、この猛悪にして克服し難き愛欲を征服したる人には、蓮葉より水滴の〔落つる〕如く、憂患彼より去る。
337,24,Pham Tham Ai,愛欲品,"“Ðây điều lành Ta dạy,
Các người tụ họp đây.
Hãy nhổ tận gốc ái
Như nhổ gốc cỏ Bi.
Chớ để ma phá hoại,
Như giòng nước cỏ lau.”","我この善事を汝らに告ぐ。
ここに集まれる汝らは、ウシーラ香（ビーラナ草の根）を求むる者のビーラナ草を〔掘る〕如く、愛欲の根を掘るべし。
流水の葦を〔損なう〕如く、魔王をして再々汝らを壌らしむることなかれ。"
338,24,Pham Tham Ai,愛欲品,"“Như cây bị chặt đốn,
Gốc chưa hại vẫn bền
Ái tùy miên chưa nhổ,
Khổ này vẫn sanh hoài.”",樹根損なわれずして固ければ、樹は伐らるるとも再び生ずるが如く、愛欲の執着断たれざれば、この苦（生死の苦）は再々生起す。
339,24,Pham Tham Ai,愛欲品,"“Ba mươi sáu dòng Ái (1),
Trôi người đốn khả ái.
Các tư tưởng tham ái.
Cuốn trôi người tà kiến.”","その三十六流（内外各十八の愛欲）水勢盛んに快楽に向かいて流るる邪見者を、この奔流〔すなわち〕貪欲に執着せる意思は
漂蕩
し去る。"
340,24,Pham Tham Ai,愛欲品,"“Dòng ái dục chảy khắp,
Như giây leo mọc tràn,
Thấy giây leo vừa sanh,
Với tuệ, hãy đoạn gốc.”","〔愛欲の〕流れは至る所に流れ、〔その〕つるは芽を発して茂る。
このつるの生ずるを見ば、智慧を以てその根を断て。"
341,24,Pham Tham Ai,愛欲品,"“Người đời nhớ ái dục,
Ưa thích các hỷ lạc.
Tuy mong cầu an lạc,
Họ vẫn phải sanh già.”","人の喜悦は奔放にして、かつ愛着す。
歓楽に耽り快楽を求むる人、かかる人は実に生と老とを受く。"
342,24,Pham Tham Ai,愛欲品,"“Người bị ái buộc ràng,
Vùng vẫy và hoảng sợ,
Như thỏ bị sa lưới.
Họ sanh ái trói buộc,
Chịu khổ đau dài dài.”","愛欲に満たされたる人は、罠に係れる兎の如く馳せ回る。
繋縛
と執着とに捉えられ、久しき間再々苦を受く。"
343,24,Pham Tham Ai,愛欲品,"“Người bị ái buộc ràng,
Vùng vẫy và hoảng sợ,
Như thỏ bị sa lưới.
Do vậy vị tỷ kheo,
Mong cầu mình ly tham
Nên nhiếp phục ái dục.”","愛欲に満たされたる人は、罠に係れる兎の如く馳せ回る。
故に比丘は自己の離欲を望みて愛欲を除くべし。"
344,24,Pham Tham Ai,愛欲品,"“Lìa rừng lại hướng rừng (2)
Thoát rừng chạy theo rừng.
Nên xem người như vậy,
Ðược thoát khỏi buộc ràng.
Lại chạy theo ràng buộc.”","欲林を出でて欲林に心を傾け、欲林を脱してまた欲林に走る者、実にこの人を見よ。
彼は〔
繋縛
を〕脱してまた
繋縛
に走るなり。"
345,24,Pham Tham Ai,愛欲品,"“Sắt, cây, gai trói buộc
Người trí xem chưa bền.
Tham châu báu, trang sức
Tham vọng vợ và con.”","賢者は、鉄・木または草よりなる縄縛を堅牢なりと言わず。
珠・環・妻・子に対する恋着こそ極めて強し。"
346,24,Pham Tham Ai,愛欲品,"“Người có trí nói rằng:
“Trói buộc này thật bền.
Rì kéo xuống, lún xuống,
Nhưng thật sự khó thoát.
Người trí cắt trừ nó,
Bỏ dục lạc, không màng.”","賢者は、この牽引力に富み、弛くしてしかも脱し難き縄縛を堅牢なりと言う。
この〔縄〕を断ちて恋着なき人は、欲楽を捨てて出家す。"
347,24,Pham Tham Ai,愛欲品,"“Người đắm say ái dục
Tự lao mình xuống dòng
Như nhện sa lưới dệt.
Người trí cắt trừ nó,
Bỏ mọi khổ, không màng.”","貪欲に執着する者は、〔欲の〕流れに随いて行くこと、蜘蛛の自ら作れる網に〔随うが〕如し。
これを断ちて恋着なき賢者は一切の苦を捨てて遊行す。"
348,24,Pham Tham Ai,愛欲品,"“Bỏ quá, hiện, vị lai,
Ðến bờ kia cuộc đời,
Ý giải thoát tất cả,
Chớ vướng lại sanh già.”","有
の彼岸に達し、
前
（未来の煩悩）を離れよ、後（過去の煩悩）を離れよ、中（現在の煩悩）を離れよ。
意一切処に於て解脱せば、汝は再び生と老とを受くることなし。"
349,24,Pham Tham Ai,愛欲品,"“Người tà ý nhiếp phục,
Tham sắc bén nhìn tịnh,
Người ấy ái tăng trưởng,
Làm giây trói mình chặt.”","疑惑に擾乱せられ、貪欲熾烈にして享楽を事とする人の愛欲は、ますます増長す。
かかる人は実に〔その〕
繋縛
を堅くす。"
350,24,Pham Tham Ai,愛欲品,"“Ai vui, an tịnh ý,
Quán bất tịnh, thường niệm,
Người ấy sẽ diệt ái,
Cắt đứt Ma trói buộc.”","疑惑の静止を喜び、身の不浄を観じ、常に熟慮する人は、実に魔王の
繋縛
を除かん、彼はこれを断たん。"
351,24,Pham Tham Ai,愛欲品,"“Ai tới đích, không sợ,
Ly ái, không nhiễm ô
Nhổ mũi tên sanh tử,
Thân này thân cuối cùng.”","円成
の境に達して畏怖なく、愛欲を離れて罪穢なく、
有
の矢を断てり。
これ〔その〕最後身なり（すなわち更に輪廻せず）。"
352,24,Pham Tham Ai,愛欲品,"“Ái lìa, không chấp thủ.
Cú pháp khéo biện tài
Thấu suốt từ vô ngại,
Hiểu thứ lớp trước sau.
Thân này thân cuối cùng
Vị như vậy được gọi,
Bậc Ðại trí, đại nhân.”","愛欲を離れて執着なく、聖典の語義に
通暁
し、前後の順序に従いて配列せられたる文字（聖典の文句）を知る人は、実に最後身を具する者にして、大智者・大丈夫と称せらる。"
353,24,Pham Tham Ai,愛欲品,"“Ta hàng phục tất cả,
Ta rõ biết tất cả,
Không bị nhiễm pháp nào.
Ta từ bỏ tất cả
Ái diệt, tự giải thoát.
Ðã tự mình thắng trí,
Ta gọi ai thầy ta?”","我は一切を征服し、一切を知悉し、一切の法に於て汚さるることなし。
一切を捨て愛欲を滅して解脱せり。
自ら悟りて誰をか〔師と〕いわん。"
354,24,Pham Tham Ai,愛欲品,"“Pháp thí, thắng mọi thí!
Pháp vị, thắng mọi vị!
Pháp hỷ, thắng mọi hỷ!
Ái diệt, dứt mọi khổ!”",法施は一切の施に勝ち、法味は一切の味に勝ち、法楽は一切の楽に勝ち、愛欲の滅尽は一切の苦に勝つ。
355,24,Pham Tham Ai,愛欲品,"“Tài sản hại người ngu.
Không người tìm bờ kia
Kẻ ngu vì tham giàu,
Hại mình và hại người.”","財は愚者を滅ぼし、決して彼岸を求むる者を〔滅ぼさ〕ず。
愚者は財欲によりて自己を滅ぼすこと、他人を〔滅ぼすが〕如し。"
356,24,Pham Tham Ai,愛欲品,"“Cỏ làm hại ruộng vườn,
Tham làm hại người đời.
Bố thí người ly tham,
Do vậy được quả lớn.”","田は雑草により損なわれ、この世の衆生は貪欲により損なわる。
されば貪欲を離れし人への施与は大果報あり。"
357,24,Pham Tham Ai,愛欲品,"“Cỏ làm hại ruộng vườn,
Sân làm hại người đời.
Bố thí người ly sân,
Do vậy được quả lớn.”","田は雑草により損なわれ、この世の衆生は
瞋恚
により損なわる。
されば瞋恚を離れし人への施与は大果報あり。"
358,24,Pham Tham Ai,愛欲品,"“Cỏ làm hại ruộng vườn,
Si làm hại người đời,
Bố thí người ly si,
Do vậy được quả lớn.”","田は雑草により損なわれ、この世の衆生は愚痴により損なわる。
されば愚痴を離れし人への施与は大果報あり。"
359,24,Pham Tham Ai,愛欲品,"“Cỏ làm hại ruộng vườn,
Dục làm hại người đời.
Bố thí người ly dục,
Do vậy được quả lớn.”","田は雑草により損なわれ、この世の衆生は欲望により損なわる。
されば欲望を離れし人への施与は大果報あり。"
360,25,Pham Ty Kheo,比丘品,"“Lành thay, phòng hộ mắt!
Lành thay, phòng hộ tai.
Lành thay, phòng hộ mũi,
Lành thay, phòng hộ lưỡi.”","眼を制するは善し。
耳を制するは善し。
鼻を制するは善し。
舌を制するは善し。"
361,25,Pham Ty Kheo,比丘品,"“Lành thay,phòng hộ thân!
Lành thay, phòng hộ lời,
Lành thay, phòng hộ ý.
Lành thay, phòng tất cả.
Tỷ kheo phòng tất cả.
Thoát được mọi khổ đau.”","身を制するは善し。
語を制するは善し。
意を制するは善し。
一切に於て制するは善し。
一切に於て制したる比丘は一切の苦より脱す。"
362,25,Pham Ty Kheo,比丘品,"“Người chế ngự tay chân,
Chế ngự lời và đầu,
Vui thích nội thiền định.
Ðộc thân, biết vừa đủ,
Thật xứng gọi tỷ kheo.”",手を慎み、足を慎み、語を慎み、最もよく慎み、内心に喜び、三昧に住し、独居して満足する者、これを比丘と称す。
363,25,Pham Ty Kheo,比丘品,"“Tỷ kheo chế ngự miệng,
Vừa lời, không cống cao,
Khi trình bày pháp nghĩa,
Lời lẽ dịu ngọt ngào.”",口を慎み、語る所賢明に、寂静にして正理と正法とを明らかにする比丘は、その説く所甘美なり。
364,25,Pham Ty Kheo,比丘品,"“Vị tỷ kheo thích Pháp,
Mến pháp, suy tư Pháp.
Tâm tư niệm chánh Pháp,
Không rời bỏ chánh Pháp.”",法を楽園とし、法を楽しみ、法に随って思惟し、法を憶念する比丘は、正法より退堕することなし。
365,25,Pham Ty Kheo,比丘品,"“Không khinh điều mình được,
Không ganh người khác được
Tỷ kheo ganh tị người,
Không sao chứng Thiền Ðịnh.”","自己の所得を軽んずべからず。
他を羨むべからず。
他を羨む比丘は三昧に入ることなし。"
366,25,Pham Ty Kheo,比丘品,"“Tỷ kheo dầu được ít,
Không khinh điều mình được,
Sống thanh tịnh không nhác,
Chư thiên khen vị này.”","たとい得る所少しといえども、比丘もし自己の所得を軽んぜざれば、諸天も実に、〔この〕生活清浄にして
懈怠
なき者を称讃す。"
367,25,Pham Ty Kheo,比丘品,"“Hoàn toàn, đối danh sắc,
Không chấp Ta, của Ta.
Không chấp, không sầu não.
Thật xứng danh Tỷ kheo.”","名色
（精神・物質）に於て全く我執なく、かつ〔その〕非有の故に憂えざる者は、実に比丘と称せらる。"
368,25,Pham Ty Kheo,比丘品,"“Tỷ kheo trú từ bi,
Tín thành giáo Pháp Phật,
Chứng cảnh giới tịch tỉnh.
Các hạnh an tịnh lạc.”","慈悲
に住し、仏陀の教えを信ずる比丘は、寂静にして諸行静止せる安楽境に至るべし。"
369,25,Pham Ty Kheo,比丘品,"“Tỷ kheo, tát thuyền này,
Thuyền không, nhẹ đi mau.
Trừ tham, diệt sân hận,
Tất chứng đạt Niết-Bàn.”","比丘よ、この舟〔の水〕（身中の邪念）を汲み出せ、〔水〕汲み出されなば、〔舟は〕汝の為に疾く進まん。
貪欲と
瞋恚
とを断たば汝は涅槃に至らん。"
370,25,Pham Ty Kheo,比丘品,"“Ðoạn năm (1), từ bỏ năm (2),
Tu tập năm (3) tối thượng,
Tỷ kheo cắt năm trói (4),
Xứng danh vượt “bộc lưu” (5).”","五を断つべし、五を捨つべし、而してよく五を勤修すべし。
五著を超越せる比丘は、瀑流（煩悩）を渡れる者と称せらる。"
371,25,Pham Ty Kheo,比丘品,"“Tỷ kheo, hãy tu thiền,
Chớ buông lung phóng dật,
Tâm chớ đắm say dục,
Phóng dật, nuốt sắt nóng
Bị đốt, chớ than khổ!”","比丘よ、禅定を修せよ。
放逸なるなかれ。
汝の心を愛欲に迷い行かしむることなかれ。
放逸にして〔熱〕鉄丸を呑むなかれ。
焼かれつつ「こは苦なり」と叫ぶことなかれ。"
372,25,Pham Ty Kheo,比丘品,"“Không trí tuệ, không thiền,
Không thiền, không trí tuệ.
Người có thiền có tuệ,
Nhất định gần Niết-Bàn.”","智慧なき者に禅定なく、禅定なき者に智慧なし。
禅定と智慧とを備えたる者は、実に涅槃に近づけるなり。"
373,25,Pham Ty Kheo,比丘品,"“Bước vào ngôi nhà trống,
Tỷ kheo tâm an tịnh,
Thọ hưởng vui siêu nhân
Tịnh quán theo chánh pháp.”",空屋（閑寂処）に入りて心寂静に、正しく法を観ずる比丘は、人界になき楽を受く。
374,25,Pham Ty Kheo,比丘品,"“Người luôn luôn chánh niệm,
Sự sanh diệt các uẩn,
Ðược hoan hỷ, hân hoan,
Chỉ bậc bất tử biết.”",人もし諸蘊の生滅を思念すれば、忽ち、不死（涅槃）を知得せし人の歓喜と悦楽とを獲得す。
375,25,Pham Ty Kheo,比丘品,"“Ðây Tỷ kheo có trí,
Tụ tập pháp căn bản
Hộ căn, biết vừa đủ,
Giữ gìn căn bản giới,
Thường gần gũi bạn lành,
Sống thanh tịnh tinh cần.”","こは現世に於て、智慧ある比丘の最初に〔為すべきこと〕なり。
〔すなわち〕諸根を摂護し、満足し、戒律に従いて制御し、生活清浄にして倦むことなき良友と交われ。"
376,25,Pham Ty Kheo,比丘品,"“Giao thiệp khéo thân thiện,
Cử chỉ mực đoan trang.
Do vậy hưởng vui nhiều,
Sẽ dứt mọi khổ đau.”","好誼を尽くすべし、善行を全うすべし。
これによりて悦楽多く、苦を滅尽するに至らん。"
377,25,Pham Ty Kheo,比丘品,"“Như hoa Vassikà (6),
Quăng bỏ cánh úa tàn,
Cũng vậy vị Tỷ kheo,
Hãy giải thoát tham sân.”","ヴァッシカー草が萎みし花を振るい落とすが如く、比丘らよ、貪欲と
瞋恚
とを捨てよ。"
378,25,Pham Ty Kheo,比丘品,"“Thân tịnh, lời an tịnh,
An tịnh, khéo thiền tịnh.
Tỷ kheo bỏ thế vật,
Xứng danh “bậc tịch tịnh “.",身を静め、語を静め、寂静にしてよく三昧に住し、世俗の快楽を捨棄せる比丘は、寂静者と称せらる。
379,25,Pham Ty Kheo,比丘品,"“Tự mình chỉ trích mình,
Tự mình dò xét mình,
Tỷ kheo tự phòng hộ
Chánh niệm, trú an lạc.”","自ら自己を励まし、自ら自己を省察すべし。
自ら摂護し、正念を持せば、比丘よ、汝は安楽に住せん。"
380,25,Pham Ty Kheo,比丘品,"“Tự mình y chỉ mình,
Tự mình đi đến mình,
Vậy hãy tự điều phục,
Như khách buôn ngựa hiền.”","実に自己は自己の主にして、自己は自己の依所なり。
故に自己を制御せよ、あたかも
商賈
の良馬を〔
調御
する〕如く。"
381,25,Pham Ty Kheo,比丘品,"“Tỷ kheo nhiều hân hoan,
Tịnh tín giáo pháp Phật,
Chứng cảnh giới tịch tịnh,
Các hạnh an tịnh lạc.”",悦楽多く、仏陀の教えを信ずる比丘は、寂静にして諸行静止せる安楽境に至るべし。
